Sale ID,Date,Product,Quantity,Price,Total,Customer ID,Customer Name,Payment Method,Region
3771,2024-05-22,Webcam,4,121.52,486.08,992c0af6-b033-44dc-8939-91e27f2de6ef,Shane Davis,Bank Transfer,Africa
3772,2024-07-02,Keyboard,9,254.55,2290.95,24a4af49-38e7-4b40-b784-742c995b528d,Bradley Moore,Bank Transfer,Europe
3773,2024-02-12,Laptop,8,266.95,2135.6,c849f920-55b3-4ed3-8401-e0e24a2bdb4b,Derek Holloway,Bank Transfer,Africa
3774,2024-04-04,Keyboard,1,372.73,372.73,c3b20352-805a-4a83-ab70-017a7fa979e5,Cassandra Powell MD,Credit Card,Africa
3775,2024-02-01,Monitor,2,430.9,861.8,cab3a743-0587-4951-b0fb-803fc939fa46,Joseph Weiss,PayPal,South America
3776,2024-07-22,Printer,9,315.3,2837.7,4ad2b84d-3904-417b-98e3-b3e4dd6c53cb,Christopher Smith,Cash,South America
3777,2024-04-13,Keyboard,1,13.73,13.73,4f0d0957-f4c4-49fa-9738-80b398d3476d,Jerry Hughes,Debit Card,Asia
3778,2024-05-30,Headphones,9,107.96,971.64,0ff94d38-9c6a-4cf8-af58-81f8de302e65,Amanda Johnson,Credit Card,Europe
3779,2024-05-27,Headphones,10,191.18,1911.8,ff21f235-c345-49f0-962e-64ec291c9320,Lisa English,Cash,Asia
3780,2024-01-27,Keyboard,4,455.52,1822.08,ad46dd7d-f862-4e60-88fa-93ded8711c7d,Pamela David,Debit Card,South America
3781,2024-07-22,Smartphone,1,36.44,36.44,d1cfe22f-5df5-46af-aa68-3640c60a6a6f,Amy Wong,PayPal,Asia
3782,2024-08-02,Headphones,3,42.55,127.65,cd71d4f3-3987-48c3-a851-ebeaf342f62e,Monique Patrick,Bank Transfer,Africa
3783,2024-07-17,Laptop,6,303.0,1818.0,9ba16343-f72a-40b5-b68a-9c64a5d0c041,Whitney Miller,Credit Card,Asia
3784,2024-05-05,Laptop,9,40.87,367.83,1236877f-3b58-4b2c-b10d-9db8b846594a,Megan Hunter,Bank Transfer,South America
3785,2024-07-31,Keyboard,9,192.16,1729.44,6529f96f-8e7c-4e4e-acf0-903bc48ea560,Kelsey Cooper,PayPal,Oceania
3786,2024-05-11,Printer,9,388.85,3499.65,63a9b324-40ae-4aa2-8870-2ff40d923dd7,Brendan Wilson,Debit Card,Africa
3787,2024-06-16,Smartphone,6,28.4,170.4,3a8b7481-1710-4126-b4f3-8bdd753b5881,Jennifer Holmes,Debit Card,South America
3788,2024-04-11,Monitor,10,93.36,933.6,a49a6a6d-0dac-474a-a6b4-d590ec9d4d14,Amanda Ferrell,PayPal,Europe
3789,2024-02-06,Keyboard,1,59.87,59.87,9496a49c-595b-44ae-ab19-6cef63630a14,Ariana Romero,Bank Transfer,South America
3790,2024-01-19,Printer,3,133.86,401.58,925d1649-4645-4dfd-8556-70a665d1217a,Maria Faulkner,Bank Transfer,Oceania
3791,2024-05-26,Smartphone,8,12.75,102.0,7b34d55a-e177-4988-900e-aafaf5a3a180,Bryan Bell,Bank Transfer,North America
3792,2024-08-17,Headphones,2,295.1,590.2,acb527fb-3de2-48c8-bed6-a4b180c907e6,Catherine Thompson,Bank Transfer,Asia
3793,2024-05-22,Mouse,3,205.28,615.84,8819b8a8-421e-4fbb-85d7-3b7e9cc7b84b,Jeffrey Casey,Debit Card,Asia
3794,2024-04-17,Keyboard,4,89.05,356.2,f56bedd9-bb33-437a-bcc5-4d4f18bd2d79,Karen Washington,Bank Transfer,Asia
3795,2024-01-31,Monitor,9,136.54,1228.86,dec60eed-4fb9-4ce3-896a-c3d8297fbf30,Regina Hamilton,Cash,South America
3796,2024-02-13,Webcam,3,411.67,1235.01,c6a14fa0-cccf-4827-9f89-9c9ca7f1849c,Christine Schmidt,Credit Card,Africa
3797,2024-07-28,Laptop,1,404.28,404.28,93795e22-8f11-4af8-b7bd-711740752027,Sean Kelly,Bank Transfer,Oceania
3798,2024-07-31,Webcam,2,338.35,676.7,e439663f-85fd-4a5f-868d-f708764f607a,Ashley Smith,Debit Card,North America
3799,2024-06-05,Printer,4,441.69,1766.76,68e6c429-d39d-4c23-a7cc-873be5e01c48,Melanie Bell,Bank Transfer,Europe
3800,2024-06-11,Mouse,4,158.2,632.8,616c52a9-9c2e-47b0-bbf1-fd0b5a800431,Carrie Bradley,Debit Card,Asia
3801,2024-03-01,Smartphone,4,454.92,1819.68,92ce0f9a-32bd-4740-a2ce-9eb0a2ce3beb,Jennifer Cortez,PayPal,North America
3802,2024-08-05,Webcam,3,166.84,500.52,ed6da51d-b522-43fd-a63c-f76e132f03cd,Cameron Sampson,PayPal,South America
3803,2024-01-18,Headphones,8,66.82,534.56,14b76190-35f7-4564-a317-e1c8845d7f34,Daniel Ball,Debit Card,Asia
3804,2024-05-04,Mouse,7,301.66,2111.62,a6f71691-bfec-4946-9566-2e8a1e3adbbb,Kelly Gonzalez,Bank Transfer,Asia
3805,2024-01-14,Smartphone,5,105.9,529.5,f8e097f1-7e6f-481f-8e09-f9f619af753b,Daniel Sutton,PayPal,Europe
3806,2024-05-07,Webcam,6,216.66,1299.96,ab307b9a-4443-4159-b6e2-eea4566b300e,Alexis Richards,Bank Transfer,Oceania
3807,2024-04-26,Keyboard,4,398.88,1595.52,6dcf8bd7-c6a2-4b4d-a55f-5165f38ee17e,Elizabeth Vaughan,Cash,Oceania
3808,2024-03-01,Printer,7,92.76,649.32,a1d06e9b-36e4-498c-9c8d-047a1ec73d04,Steven Obrien,Credit Card,Europe
3809,2024-02-23,Smartphone,6,115.01,690.06,5b05d02b-628f-49e2-ab28-e4617577a987,Donald Mitchell,PayPal,Oceania
3810,2024-03-16,Mouse,6,207.09,1242.54,6daca751-8dce-4956-8a04-f17b45fbfb96,Shannon Salazar,Credit Card,Oceania
3811,2024-01-07,Smartphone,8,279.8,2238.4,d1211fb9-17ca-4094-b789-8ceecb419850,Mary Russell,Cash,Asia
3812,2024-03-24,Mouse,3,389.6,1168.8,3a72361f-bcd7-45ee-a35b-eaaae888dba3,Alan Williams,Debit Card,Africa
3813,2024-01-30,Mouse,8,36.15,289.2,82331989-d551-48a0-8d36-5af712663667,Rhonda Cook,Cash,North America
3814,2024-01-03,Headphones,6,47.55,285.3,10ec6a55-3405-41fb-ac69-bddff408474d,Anthony Walker,Debit Card,Asia
3815,2024-05-20,Laptop,1,261.42,261.42,77d92e1a-2cc0-4fb5-85ab-cb919018d7bb,Patricia Burnett,Credit Card,Asia
3816,2024-03-22,Keyboard,3,56.02,168.06,4ccbc790-4cde-4f33-ba10-ab7a99bd0d46,Jay Mcguire,Debit Card,North America
3817,2024-08-02,Laptop,8,13.83,110.64,77b07b9e-4149-45ee-b734-d368fa3a32fc,Amy Rosario,Bank Transfer,Oceania
3818,2024-04-06,Printer,3,378.2,1134.6,ea1cc756-3002-4659-93da-a4e0a7e45403,Melanie Hernandez,Credit Card,Africa
3819,2024-08-03,Smartphone,9,175.53,1579.77,e69c1652-8922-4098-9188-57e1a1ecd15f,Robert Fernandez,Debit Card,Africa
3820,2024-08-25,Laptop,10,363.33,3633.3,e54f496a-c4d6-4658-ba18-7144229a416c,Bailey Robinson,PayPal,Africa
3821,2024-01-28,Smartphone,10,333.45,3334.5,7f80e55a-7797-4d5b-8358-3251da31e1f7,Dawn Brock,PayPal,South America
3822,2024-08-31,Headphones,8,296.89,2375.12,9ea086be-5aa1-4bdc-b1f7-535c67edfb8e,Amy Wiggins,PayPal,Africa
3823,2024-07-05,Keyboard,2,67.77,135.54,caf29891-9de3-4863-a1e2-a637289cbb62,Patrick Thompson,Credit Card,Africa
3824,2024-04-06,Monitor,5,156.32,781.6,6cbef2d2-cae0-4f6c-8031-0ddf5f7b969a,Laura Rosario,Debit Card,South America
3825,2024-04-19,Headphones,5,463.82,2319.1,bfbcac79-00b4-4013-9bb7-0d4c47117894,Nicholas Jones,Debit Card,Asia
3826,2024-07-30,Webcam,9,268.69,2418.21,247f5c7e-2c18-4ba7-8819-cf75617725ee,Justin Deleon,Debit Card,Europe
3827,2024-01-25,Monitor,5,354.34,1771.7,71d057ff-babf-4177-94f5-2e738db4c8db,Samantha Rice,PayPal,South America
3828,2024-06-01,Webcam,9,62.57,563.13,cbdd96df-5342-4432-b455-57c78e951534,Andrew Michael,Debit Card,South America
3829,2024-01-01,Printer,9,24.29,218.61,1c2952d0-c1dd-4b6f-8c2d-d9981c68185d,Connor Holt,Debit Card,Africa
3830,2024-05-29,Headphones,1,438.47,438.47,7890ef40-7680-438d-b981-2c27d411d5cf,Rachael Martin,Bank Transfer,North America
3831,2024-08-09,Laptop,1,248.18,248.18,edd51d8f-e39f-4a05-88f0-e8f4d5cff15f,Nicholas Sanchez,Cash,Asia
3832,2024-01-07,Headphones,10,324.43,3244.3,7862eb37-5b27-4eae-ab9d-f290b5d4d7de,Betty Lewis,PayPal,Oceania
3833,2024-03-02,Laptop,8,375.03,3000.24,c978b967-f388-4e8f-ac4f-a54e48f3af86,Amy Garcia,Bank Transfer,South America
3834,2024-07-21,Monitor,1,250.52,250.52,fbda6550-0fa3-4f11-a831-29db9465406d,Andrea Brooks,Debit Card,Oceania
3835,2024-02-22,Monitor,1,300.89,300.89,8c109da1-5f19-40de-abb2-d14e8786bd13,Mary Hill,Cash,North America
3836,2024-07-09,Keyboard,2,66.84,133.68,2e81ac50-d581-45b9-93af-a0d7ee7dd95c,David Diaz,Debit Card,Europe
3837,2024-03-17,Keyboard,2,284.19,568.38,059b836f-d393-4996-bcae-5c7850cea479,Robert Frank,Credit Card,Asia
3838,2024-06-26,Printer,3,234.34,703.02,c54a4454-7503-416a-823f-339d7d6deffb,Julie Henderson,Bank Transfer,North America
3839,2024-06-01,Smartphone,2,140.88,281.76,828469e7-36bf-40ed-a738-35394638a43b,Rebecca Gonzalez,Credit Card,Europe
3840,2024-03-18,Webcam,6,227.57,1365.42,da62c642-ff01-4cd7-8ace-336bd330725f,Amanda Ramirez,Cash,North America
3841,2024-05-02,Monitor,10,471.3,4713.0,5eab594e-b760-473e-b79d-7e8479f155d9,Stephanie Knight,Bank Transfer,North America
3842,2024-05-04,Printer,7,158.86,1112.02,109c6419-70a8-4c1e-a6f8-6b7c255ad8a2,Jill Carpenter,Cash,Oceania
3843,2024-06-24,Headphones,9,145.46,1309.14,6cb2b752-f801-455c-b9bd-0658e9430828,John Patrick,PayPal,South America
3844,2024-02-14,Smartphone,5,68.02,340.1,0bf72c5f-101e-47c3-b94d-93dd41e9b578,Michael Baxter,Cash,Europe
3845,2024-04-08,Monitor,1,11.52,11.52,ee844616-ff2e-4013-9613-e81a896a96be,Mr. Richard Morris,Credit Card,Oceania
3846,2024-06-10,Mouse,5,142.29,711.45,d2c8a136-ac04-4123-b74e-9858e999aa84,Douglas Harvey,Cash,Oceania
3847,2024-07-18,Headphones,8,357.65,2861.2,8d20ac6d-a2a4-4cc4-b314-a5097057fc8d,Oscar Dixon,PayPal,South America
3848,2024-07-14,Monitor,1,483.41,483.41,9a01e1eb-85e1-436c-9202-0d619b636ca1,Alexis Olson,Debit Card,Africa
3849,2024-06-13,Printer,2,281.76,563.52,3a40630d-c3bd-4673-99af-bd1a76cfc663,Tracy Gomez,Cash,North America
3850,2024-05-24,Webcam,10,81.1,811.0,47ec7329-f06d-476f-bbe9-308ce08a291e,John Walker,Cash,North America
3851,2024-03-11,Printer,9,125.23,1127.07,66364374-a039-4958-b84d-19b8792ac767,Drew Franklin,PayPal,Asia
3852,2024-02-01,Monitor,7,60.43,423.01,04b69c7f-0eaf-4ed0-817e-bcc915297845,Jennifer Werner,Cash,Africa
3853,2024-06-29,Headphones,4,144.75,579.0,ca19613c-fccd-4362-9f3c-a3241ad0bc8e,Veronica Peterson,Cash,Europe
3854,2024-01-10,Keyboard,9,89.12,802.08,6c170165-39aa-4b6f-8252-e50604f6f245,Tracy Peters,Cash,North America
3855,2024-01-26,Laptop,1,436.48,436.48,8440b39c-a9e0-49c7-a96b-becfa6465537,Victoria Hernandez,PayPal,South America
3856,2024-05-08,Smartphone,3,483.67,1451.01,f1b6fd7f-babf-49b9-90aa-f1f7a6f2ee2b,Debbie Mack,PayPal,North America
3857,2024-06-24,Monitor,2,129.35,258.7,5a7ee851-d061-4bcf-afc8-c3bc62ff01e1,Lori Frank,PayPal,Europe
3858,2024-07-28,Mouse,10,491.33,4913.3,10880688-dddd-4119-b048-0c7eb2023672,David Schneider,Bank Transfer,Europe
3859,2024-06-08,Headphones,6,103.43,620.58,eeb28013-a32f-4ce9-a5fd-1575c0de2d3a,Gary Beck,Bank Transfer,Europe
3860,2024-08-06,Headphones,9,377.53,3397.77,6db29fac-0e66-459c-8f29-c7bac8268339,Kathryn Murray,Cash,South America
3861,2024-03-03,Mouse,4,136.28,545.12,21a156d6-cc77-4548-ac4b-1a7effd414c9,Andrea Jackson,Debit Card,South America
3862,2024-07-27,Monitor,9,93.14,838.26,a3f8c4fc-da98-435e-b7a2-54d45f21e4f0,Isaac Jennings,Debit Card,North America
3863,2024-08-27,Mouse,3,135.26,405.78,ca4ec7ac-250f-4ce7-8ea0-9eabadc7a0ea,Reginald Cline,PayPal,Asia
3864,2024-06-16,Webcam,7,286.19,2003.33,4466921f-a39c-4331-b8c6-9ea32443eed8,Kelly Silva,Bank Transfer,Africa
3865,2024-04-28,Headphones,1,343.3,343.3,cd575c76-5ad4-47bc-a11b-7ae61ac8ea5a,Julia Hayes,Credit Card,Oceania
3866,2024-06-05,Headphones,9,289.27,2603.43,e951186d-e4e7-4a3a-990e-a738d467eeff,Shelby Jennings,Bank Transfer,Africa
3867,2024-01-25,Headphones,5,314.79,1573.95,f423fb9c-86d4-46f0-ab5e-8b2f676f9a19,Judy Hines,Bank Transfer,Africa
3868,2024-01-04,Smartphone,3,87.25,261.75,1b53f724-b906-4317-aa2a-e7de3b18fd33,Mary Lee,Credit Card,Africa
3869,2024-04-23,Webcam,6,13.71,82.26,b7b14772-41b7-41c7-bc8b-c42c3087a592,Melvin Griffin,Cash,Asia
3870,2024-04-30,Monitor,8,493.74,3949.92,cc940414-7089-408e-90f4-7aef2795ede7,Joan Cox,Bank Transfer,Asia
3871,2024-07-05,Mouse,8,428.8,3430.4,763782b6-98f8-400c-af35-5a0702b5a937,Troy Wade,Bank Transfer,Africa
3872,2024-05-25,Headphones,8,462.59,3700.72,57b1a6fc-7403-4d9b-b0e8-ec4b7c51b7d2,Erika Russo,Credit Card,South America
3873,2024-05-06,Headphones,3,396.22,1188.66,b0a8fa05-8acd-497e-bd2d-1d94aa3f63bd,Michelle Holland,Cash,Europe
3874,2024-03-24,Monitor,9,236.36,2127.24,2d2993eb-31e5-4b3c-bb7d-894d316dbf74,Ashley Moss,Credit Card,South America
3875,2024-03-22,Keyboard,5,426.81,2134.05,71e1c97b-c384-4f2f-b3c0-e81b79e3807a,Daniel Johnson,Debit Card,North America
3876,2024-08-29,Webcam,1,177.59,177.59,aaf4ed8b-4f5a-4f9b-b61d-76fcbffa02ea,Scott Young,Debit Card,Africa
3877,2024-03-30,Monitor,7,373.36,2613.52,f304509f-abc2-468b-bf06-d601c6d13049,Joseph Watson,Debit Card,Africa
3878,2024-07-06,Webcam,7,354.04,2478.28,0bc5f49a-7d00-4241-96b7-7e2df4a12f88,Jennifer Lewis,Cash,Africa
3879,2024-07-24,Headphones,3,228.5,685.5,578a3c37-6347-494c-89a2-d2d2b6b3bdc7,Steven Brown,Cash,Africa
3880,2024-04-19,Smartphone,7,12.77,89.39,88fae477-7c8d-4de1-b0cd-d084610b4018,Kenneth Wright,Bank Transfer,South America
3881,2024-08-25,Keyboard,5,183.91,919.55,9996a56f-70bd-45c9-b37d-059c6ddf9116,Timothy Dunn,Debit Card,South America
3882,2024-03-09,Smartphone,5,101.13,505.65,855acfd8-d04a-4753-911c-aea2e917db14,Beth Simmons,Cash,Asia
3883,2024-02-07,Headphones,9,61.89,557.01,fcc5b14b-066f-4923-a67c-27fd6c38b530,Jeremy Hunter,Bank Transfer,Africa
3884,2024-07-19,Laptop,10,266.85,2668.5,d80b0379-ad24-44ae-b297-9a3c1cfe47da,Stephen Washington,Credit Card,Asia
3885,2024-05-18,Printer,9,191.05,1719.45,d2cdbbbd-b5e8-48c7-832a-51061824c554,Shane Morales,PayPal,Africa
3886,2024-04-29,Smartphone,2,456.74,913.48,fd83c082-eb1d-4c7c-8787-da7f367d3305,Misty Wright,Bank Transfer,Oceania
3887,2024-08-30,Keyboard,10,36.66,366.6,4e2c7452-fa95-4201-bc44-8ca69d9f1f99,Sherri Sparks,Debit Card,North America
3888,2024-08-26,Printer,6,281.5,1689.0,c9fdbfc8-bd1a-452f-bfff-bbd14b222db6,Steven Callahan,Credit Card,Africa
3889,2024-05-12,Keyboard,2,210.43,420.86,cb32a1aa-d34b-4cfc-b8c9-bab201313f7f,Rodney Thompson,Bank Transfer,Asia
3890,2024-06-01,Headphones,6,414.63,2487.78,f77a986c-6770-4188-8281-a9d0f6534227,Tony Phillips,Bank Transfer,Africa
3891,2024-07-26,Headphones,2,387.16,774.32,939ee837-72b2-4ae8-902a-be4e385f5e53,Lisa Tate,PayPal,South America
3892,2024-08-11,Laptop,5,86.82,434.1,6d5c82c5-019d-4a36-97c4-e6ad3ce4c932,Nicole Graham,Credit Card,Asia
3893,2024-03-12,Keyboard,10,231.54,2315.4,7794eecf-7c99-441c-a458-9cfb726e51e5,Tom Smith,Cash,Europe
3894,2024-05-31,Laptop,3,35.04,105.12,6f49ccc6-9525-424f-a747-e652e0cae358,Janice Lewis,Cash,Europe
3895,2024-05-07,Monitor,3,377.83,1133.49,b51e6b52-f0ed-4fe1-a75b-59ff3dfc7059,Natasha Sanchez,Credit Card,Africa
3896,2024-07-05,Laptop,6,449.35,2696.1,dc209814-453d-48a9-8ecf-95a292b3c88b,Kristin Cruz,PayPal,North America
3897,2024-08-05,Printer,1,332.68,332.68,c2377387-31ec-49c5-b8ac-1c015dec5ce1,Charles Carpenter,PayPal,Africa
3898,2024-07-04,Mouse,5,403.82,2019.1,0d64f3e4-8d12-4f54-9283-016a898e496d,William Nunez,Cash,North America
3899,2024-01-25,Headphones,4,103.49,413.96,d13c4c5b-623a-468c-a370-fb5fd62dadf5,Matthew Hansen,Bank Transfer,Asia
3900,2024-05-21,Smartphone,9,54.91,494.19,2df23664-1b09-464f-88ec-48633ee3efd4,Erik Chavez,Bank Transfer,Africa
3901,2024-08-29,Keyboard,6,407.86,2447.16,c208d24f-aeed-4f4f-94f8-deb02bffff9d,Steven Floyd,Debit Card,Africa
3902,2024-01-03,Headphones,5,16.26,81.3,f023704c-71e6-4818-95e6-2d99f2bd3764,Brandy Cross,Bank Transfer,North America
3903,2024-04-18,Keyboard,8,128.16,1025.28,2754a25d-953b-41ce-8226-b887f81bcb9e,Nicholas Walker,Debit Card,North America
3904,2024-08-03,Headphones,2,261.66,523.32,870c854e-5030-4a2b-a3a0-f691b5fa4c0e,Ryan Warren,Bank Transfer,South America
3905,2024-06-21,Printer,5,393.35,1966.75,91262362-c9fe-443e-998b-e68e951bcb17,Sean Munoz,Credit Card,Europe
3906,2024-01-13,Smartphone,1,482.59,482.59,c3e5ea6e-38ec-4514-8974-633dd9c22f8c,Linda Ball,Bank Transfer,South America
3907,2024-06-15,Mouse,2,489.01,978.02,eb5f166b-c416-422f-b1c4-503e3bfa3b92,Barbara Cortez,Bank Transfer,Oceania
3908,2024-02-21,Laptop,8,402.73,3221.84,22e81f7d-450a-402f-872e-02f72cf75f1d,Kristin Miller,Cash,Europe
3909,2024-02-22,Keyboard,7,420.19,2941.33,2e229ef6-fdf0-43ba-9c23-996d33ceec16,Nicole Buchanan,Cash,Europe
3910,2024-02-06,Headphones,10,28.65,286.5,ac5f574a-6a03-45fb-bf9b-47fbff7c13ce,Melissa Romero,Bank Transfer,Oceania
3911,2024-07-13,Printer,10,472.99,4729.9,55f54203-21d5-4c1a-89b5-dd8ef6efb4d0,Kenneth Jacobs,Cash,South America
3912,2024-06-19,Mouse,1,309.36,309.36,f55c8b3b-362f-4ba5-953b-d7eb1913eaad,David Hoffman,Credit Card,South America
3913,2024-02-08,Keyboard,6,234.66,1407.96,b3d3754f-fb2d-4b74-8f3b-3cac98113a22,John Mccall,Debit Card,Europe
3914,2024-06-04,Monitor,7,242.8,1699.6,d3b7a1a9-10e7-4d82-af7d-c42d3e3034f8,Miss Brianna Evans,Bank Transfer,Asia
3915,2024-08-24,Laptop,4,488.9,1955.6,f9754561-5680-4ddf-afd6-9cd0a5be01d8,Ashley Harper,PayPal,Europe
3916,2024-05-17,Smartphone,6,46.37,278.22,03895671-38f5-4808-ad8d-4d8224d72d9c,Stephen Lowery,Bank Transfer,Asia
3917,2024-04-05,Mouse,8,286.01,2288.08,c97654e6-e39a-4a19-8cf7-570723f4fd08,Victor Mcmahon,PayPal,Africa
3918,2024-03-12,Smartphone,2,224.52,449.04,aaffa84d-3c3f-44da-ba77-f8a5eb0e605e,Linda Smith,Credit Card,Oceania
3919,2024-04-25,Laptop,6,65.74,394.44,3da0da83-a742-478b-b017-84bc9cf89ab4,Gabriel Figueroa,Cash,North America
3920,2024-03-04,Laptop,3,227.59,682.77,e2017b31-15cb-4e41-b8ae-23c0fe6183c1,Teresa Gaines,Debit Card,Asia
3921,2024-08-01,Laptop,3,304.09,912.27,1e7ed2e2-0aeb-499b-a863-ba3799d66e7d,Gregory Lee,PayPal,North America
3922,2024-06-13,Laptop,10,232.39,2323.9,378221f9-f3d4-4526-bef8-fd98e3d3ea76,Mr. Samuel Ward,Bank Transfer,Asia
3923,2024-01-15,Webcam,3,221.04,663.12,4b71e030-f71c-4ec2-ac88-103a2500bfa7,Karen Davis,Bank Transfer,South America
3924,2024-07-27,Monitor,4,422.51,1690.04,48eb5910-affe-4c79-8288-1af8571df858,Jesus Long,Cash,Oceania
3925,2024-06-17,Smartphone,8,488.31,3906.48,b6581b8a-05d2-4848-bdba-503d1db57128,Mary Rogers,Credit Card,Asia
3926,2024-07-27,Mouse,10,497.82,4978.2,58d022cf-05c0-4786-9ee8-d26a2be71bf2,Jack Jackson,Debit Card,North America
3927,2024-06-21,Keyboard,7,18.89,132.23,a1680042-eb0a-47e9-a0cd-4189227b938e,Lisa Buck,Credit Card,Africa
3928,2024-02-27,Printer,3,17.53,52.59,34585f33-f2f1-4a95-9272-9eaa305b5702,Micheal Smith,Bank Transfer,South America
3929,2024-08-23,Laptop,4,459.42,1837.68,0996eed0-ac99-4bb4-b4ab-18071a6d6495,Rhonda Trujillo,Credit Card,Asia
3930,2024-06-02,Smartphone,2,271.83,543.66,f166537c-5418-4f98-9b63-aa5d7b13f4f1,Christine Robertson,Debit Card,Oceania
3931,2024-05-07,Mouse,9,283.22,2548.98,7c83d7d2-4f6a-4d7f-acbd-b8fe8eb82a37,Mark Roman,Debit Card,North America
3932,2024-04-10,Printer,6,205.14,1230.84,c39c7c6f-7142-439e-9cd6-74397623cd46,Joshua Armstrong,Debit Card,Oceania
3933,2024-08-07,Mouse,8,457.69,3661.52,18e6e826-b67e-450a-8219-61795f1833bc,Vanessa Anderson,Credit Card,Oceania
3934,2024-01-23,Printer,5,311.85,1559.25,606efe36-d89d-40ce-87c8-dc152fc92415,Marvin Reed,Bank Transfer,South America
3935,2024-04-26,Laptop,6,117.4,704.4,34b9a226-5506-4938-8ee9-1cc86187561d,Elizabeth Madden,PayPal,Africa
3936,2024-05-19,Printer,4,48.16,192.64,bb8f2c8d-acb1-4137-a2a3-da94bf04f750,Mark Roth,Debit Card,South America
3937,2024-05-27,Headphones,6,250.6,1503.6,6c879ad6-95d0-4a99-a139-d938ca0a5b88,Brian Moyer,Debit Card,Asia
3938,2024-06-05,Keyboard,3,38.76,116.28,580a91dd-2398-4608-9b37-7bad40a2e3bd,Tamara Mccarty,Debit Card,Oceania
3939,2024-04-08,Printer,4,403.27,1613.08,4aacf47b-1bcd-40bc-8d38-34c8c7137ee0,Emily Oliver,Cash,Oceania
3940,2024-05-05,Printer,4,384.98,1539.92,b4ee41aa-34e6-49a4-a91e-5bc5bfc6e281,Angela Rodriguez,Debit Card,South America
3941,2024-03-24,Keyboard,1,305.2,305.2,6458efeb-7b78-4561-b66d-09f266004059,Paul Anderson,Credit Card,Oceania
3942,2024-04-17,Laptop,4,315.33,1261.32,7632cdeb-57da-45ac-81b5-2857c7f6ff8e,Steven Powell,Bank Transfer,South America
3943,2024-05-31,Webcam,8,83.67,669.36,a17ca144-a962-4abe-b1ca-50c8d3dff638,Frederick Olsen,Bank Transfer,North America
3944,2024-04-07,Keyboard,8,319.59,2556.72,7a3c5a95-befc-41a8-96f8-247feca68dcb,Marc Lawson,Bank Transfer,Asia
3945,2024-07-18,Printer,7,97.9,685.3,d981be63-4199-49ba-b822-9511c52c9b8d,Brian Payne,Debit Card,Europe
3946,2024-05-04,Laptop,8,269.85,2158.8,e84a12be-b1d9-488a-a67d-c79e916880b5,Robert Andrews,Bank Transfer,Europe
3947,2024-02-22,Smartphone,10,28.89,288.9,8238d9f5-6ed4-4172-80a2-ee4479cf42a1,Joshua Morris,Credit Card,Europe
3948,2024-05-04,Keyboard,1,63.65,63.65,61bdba82-cb61-4623-a971-6d9ee71b3fb4,Rachel Patel,PayPal,Oceania
3949,2024-08-20,Mouse,2,49.98,99.96,9b9af1cf-0436-4407-8c1a-28e07f4d5aac,Lindsey Hill,Cash,Europe
3950,2024-07-05,Printer,6,205.07,1230.42,c341eda0-b0b8-4319-a6fd-d3cd71d74bf4,Julie Spencer,Debit Card,South America
3951,2024-02-03,Smartphone,7,457.88,3205.16,7dc96992-03d2-41e6-b480-8f01542d40c3,Briana Fox,Cash,South America
3952,2024-02-02,Monitor,8,196.89,1575.12,2f01a278-2808-4302-b94f-02317a048d48,Timothy Howard,Credit Card,Europe
3953,2024-07-26,Monitor,7,451.9,3163.3,568ddb25-0a63-42d2-a32a-65c302b6147a,Melissa Rocha,PayPal,Asia
3954,2024-02-20,Headphones,4,424.2,1696.8,a50da664-9c34-4219-8286-711a7be10667,Heather Bryan,Cash,North America
3955,2024-04-01,Monitor,1,21.36,21.36,5287d868-2f69-4ff9-99f3-8f64dd4cb737,Zachary Simmons,Debit Card,Oceania
3956,2024-07-17,Keyboard,3,384.65,1153.95,fbdaeb28-bc64-4551-a611-e35f0120eb3e,Kimberly May,Credit Card,Asia
3957,2024-07-04,Headphones,5,123.34,616.7,f7ef4777-18cf-4a86-981b-46c090d39f14,Sean Page,Debit Card,Asia
3958,2024-03-22,Smartphone,3,487.65,1462.95,557a7aec-61c2-4ae2-931d-418da0642a13,Sarah Jones,PayPal,South America
3959,2024-05-03,Headphones,1,24.0,24.0,bcae2230-8156-4f47-9869-7ea750fe62a6,Michael Charles,PayPal,North America
3960,2024-01-19,Smartphone,3,418.81,1256.43,d7450881-61a3-487e-942c-b17041b13233,Jennifer Chapman,Credit Card,North America
3961,2024-03-26,Printer,4,10.7,42.8,d85c7092-1e1e-439e-bb19-8863e2c743a2,Tara Mckenzie,Cash,North America
3962,2024-06-12,Printer,6,338.13,2028.78,48572772-5e28-4be1-a9a6-2dedb35d24c3,Thomas Cook,Credit Card,South America
3963,2024-01-20,Printer,4,88.19,352.76,87c3f082-2b56-4089-b767-53917c5814a7,Adam Pena,Credit Card,South America
3964,2024-05-06,Webcam,4,485.79,1943.16,bb3d3dd4-bb01-42e5-9101-024db7f3b29b,Benjamin Hernandez,Credit Card,Africa
3965,2024-02-19,Mouse,10,335.95,3359.5,7ed90c00-50ff-49e1-a041-e8f8ed65f04c,Brady Nelson,Credit Card,Oceania
3966,2024-02-29,Monitor,10,107.18,1071.8,bee19d99-cae0-4b73-b6e2-ece853821501,Stephanie Knight,Debit Card,South America
